Image_Name	Image_Mid_Time	Exposure_Duration	Filter_Wheel1	Filter_Wheel2	Gain_Mode_ID	Instrument_Mode_ID	Data_Conversion_Type	Inst_Cmprs_Type	Ring_Subspacecraft_Latitude	Observation_ID
W1621399132_1	2009139035735425	40	CL1	GRN	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.191285	ISS_111ST_CALSTAR1003_PRIME
W1621399165_1	2009139035808425	40	CL1	GRN	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.186988	ISS_111ST_CALSTAR1003_PRIME
W1621399198_1	2009139035841424	40	CL1	RED	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.182664	ISS_111ST_CALSTAR1003_PRIME
W1621399231_1	2009139035914424	40	CL1	RED	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.178352	ISS_111ST_CALSTAR1003_PRIME
W1621399264_1	2009139035947419	50	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.174042	ISS_111ST_CALSTAR1003_PRIME
W1621399297_1	2009139040020419	50	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.16973	ISS_111ST_CALSTAR1003_PRIME
W1621399330_1	2009139040052443	2000	IR3	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.165545	ISS_111ST_CALSTAR1003_PRIME
W1621399363_1	2009139040125443	2000	IR3	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.161233	ISS_111ST_CALSTAR1003_PRIME
W1621399451_1	2009139040235446	38000	IR4	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.152084	ISS_111ST_CALSTAR1003_PRIME
W1621400009_1	2009139040932446	320000	IR5	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.097559	ISS_111ST_CALSTAR1003_PRIME
W1621400119_1	2009139041343449	38000	CB3	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.064717	ISS_111ST_CALSTAR1003_PRIME
W1621400189_1	2009139041507457	10000	MT3	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.053721	ISS_111ST_CALSTAR1003_PRIME
W1621400222_1	2009139041545050	820	CB2	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.0488	ISS_111ST_CALSTAR1003_PRIME
W1621400255_1	2009139041617710	1500	MT2	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.044525	ISS_111ST_CALSTAR1003_PRIME
W1621400288_1	2009139041651230	460	IR2	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.040136	ISS_111ST_CALSTAR1003_PRIME
W1621400321_1	2009139041723960	1000	IR2	IR1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.035851	ISS_111ST_CALSTAR1003_PRIME
W1621471666_1	2009140000628876	90	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	29.030288	IOSIC_111RI_TDIFN20HP001_SI
W1621472341_1	2009140001743872	90	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	28.929151	IOSIC_111RI_TDIFN20HP001_SI
W1621473020_1	2009140002902867	90	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	28.827287	IOSIC_111RI_TDIFN20HP001_SI
W1621473699_1	2009140004021747	320	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	28.725313	IOSIC_111RI_TDIFN20HP001_SI
W1621474378_1	2009140005140742	320	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	28.623194	IOSIC_111RI_TDIFN20HP001_SI
W1621475889_1	2009140011651731	320	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	28.395487	IOSIC_111RI_TDIFN20HP001_SI
W1621476467_1	2009140012629727	320	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	28.308215	IOSIC_111RI_TDIFN20HP001_SI
W1621477049_1	2009140013611838	90	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	28.220228	IOSIC_111RI_TDIFN20HP001_SI
W1621477631_1	2009140014553834	90	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	28.132163	IOSIC_111RI_TDIFN20HP001_SI
W1621478213_1	2009140015535830	90	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	28.044004	IOSIC_111RI_TDIFN20HP001_SI
W1621478795_1	2009140020517826	90	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	27.95575	IOSIC_111RI_TDIFN20HP001_SI
W1621480316_1	2009140023038815	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	27.72466	IOSIC_111RI_TDIFN20HP001_SI
W1621480881_1	2009140024003811	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	27.638652	IOSIC_111RI_TDIFN20HP001_SI
W1621481450_1	2009140024932807	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	27.551945	IOSIC_111RI_TDIFN20HP001_SI
W1621482019_1	2009140025901808	80	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	27.465146	IOSIC_111RI_TDIFN20HP001_SI
W1621482588_1	2009140030830684	320	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	27.378274	IOSIC_111RI_TDIFN20HP001_SI
W1621483976_1	2009140033138674	320	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	27.165935	IOSIC_111RI_TDIFN20HP001_SI
W1621484541_1	2009140034103790	80	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	27.079326	IOSIC_111RI_TDIFN20HP001_SI
W1621485110_1	2009140035032781	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	26.992031	IOSIC_111RI_TDIFN20HP001_SI
W1621485679_1	2009140040001777	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	26.904643	IOSIC_111RI_TDIFN20HP001_SI
W1621486248_1	2009140040930773	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	26.817163	IOSIC_111RI_TDIFN20HP001_SI
W1621487636_1	2009140043238763	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	26.603382	IOSIC_111RI_TDIFN20HP001_SI
W1621488201_1	2009140044203759	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	26.516202	IOSIC_111RI_TDIFN20HP001_SI
W1621488770_1	2009140045132755	90	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	26.428313	IOSIC_111RI_TDIFN20HP001_SI
W1621489339_1	2009140050101756	80	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	26.340331	IOSIC_111RI_TDIFN20HP001_SI
W1621489908_1	2009140051030632	320	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	26.252274	IOSIC_111RI_TDIFN20HP001_SI
W1621584027_1	2009141071909137	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	10.280318	ISS_111TI_MIDIRTMAP001_CIRS
W1621584083_1	2009141072005121	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	10.269899	ISS_111TI_MIDIRTMAP001_CIRS
W1621584143_1	2009141072105120	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	10.25873	ISS_111TI_MIDIRTMAP001_CIRS
W1621584203_1	2009141072205120	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	10.24756	ISS_111TI_MIDIRTMAP001_CIRS
W1621584263_1	2009141072305119	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	10.236389	ISS_111TI_MIDIRTMAP001_CIRS
W1621584323_1	2009141072405119	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	10.225216	ISS_111TI_MIDIRTMAP001_CIRS
W1621584383_1	2009141072505118	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	10.214043	ISS_111TI_MIDIRTMAP001_CIRS
N1621589748_1	2009141084430098	1200000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	9.3221379	ISS_111TI_CLOUDMAP001_VIMS
N1621591006_1	2009141090528089	1200000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	9.0851752	ISS_111TI_CLOUDMAP001_VIMS
N1621592264_1	2009141092626080	1200000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	8.8475827	ISS_111TI_CLOUDMAP001_VIMS
N1621593522_1	2009141094724071	1200000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	8.6093573	ISS_111TI_CLOUDMAP001_VIMS
N1621605611_1	2009141131833970	38000	CL1	UV3	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	6.1740086	ISS_111TI_EUVFUV001_UVIS
W1621605611_1	2009141131843970	18000	CB3	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	6.17206	ISS_111TI_EUVFUV001_UVIS
W1621608503_1	2009141140703049	3800	CL1	VIO	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	5.6053386	ISS_111TI_EUVFUV001_UVIS
N1621617395_1	2009141163457886	38000	CL1	UV3	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	3.8475306	ISS_111TI_EUVFUV001_UVIS
W1621617395_1	2009141163515286	3200	CL1	VIO	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	3.8440492	ISS_111TI_EUVFUV001_UVIS
W1621652062_1	2009142021303637	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2118607	ISS_111TI_FIRNADMAP002_CIRS
W1621652079_1	2009142021320645	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2153585	ISS_111TI_FIRNADMAP002_CIRS
W1621652096_1	2009142021337645	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2188099	ISS_111TI_FIRNADMAP002_CIRS
W1621652113_1	2009142021354645	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2223065	ISS_111TI_FIRNADMAP002_CIRS
W1621652130_1	2009142021411645	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2258484	ISS_111TI_FIRNADMAP002_CIRS
W1621652147_1	2009142021428645	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2293004	ISS_111TI_FIRNADMAP002_CIRS
W1621652164_1	2009142021445644	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2328424	ISS_111TI_FIRNADMAP002_CIRS
W1621652181_1	2009142021502644	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2363398	ISS_111TI_FIRNADMAP002_CIRS
W1621652198_1	2009142021519644	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2398375	ISS_111TI_FIRNADMAP002_CIRS
W1621652215_1	2009142021536644	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-3.2433353	ISS_111TI_FIRNADMAP002_CIRS
W1621654502_1	2009142025332622	22000	CL1	VIO	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-3.7134296	ISS_111TI_MIRLMPAIR002_CIRS
W1621654535_1	2009142025416555	150	CL1	GRN	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-3.7225863	ISS_111TI_MIRLMPAIR002_CIRS
W1621654570_1	2009142025450883	1500	CB2	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-3.7296614	ISS_111TI_MIRLMPAIR002_CIRS
W1621654618_1	2009142025536837	5600	MT2	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-3.7392399	ISS_111TI_MIRLMPAIR002_CIRS
W1621667479_1	2009142063000543	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.469741	ISS_111TI_FIRNADCMP002_CIRS
W1621667496_1	2009142063017547	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.4734346	ISS_111TI_FIRNADCMP002_CIRS
W1621667513_1	2009142063034547	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.4771277	ISS_111TI_FIRNADCMP002_CIRS
W1621667530_1	2009142063051547	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.4808209	ISS_111TI_FIRNADCMP002_CIRS
W1621667547_1	2009142063108547	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.4845144	ISS_111TI_FIRNADCMP002_CIRS
W1621669353_1	2009142070114515	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.8781951	ISS_111TI_FIRNADCMP002_CIRS
W1621669370_1	2009142070131514	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.881913	ISS_111TI_FIRNADCMP002_CIRS
W1621669387_1	2009142070148514	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.8856314	ISS_111TI_FIRNADCMP002_CIRS
W1621669404_1	2009142070205514	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.8893501	ISS_111TI_FIRNADCMP002_CIRS
W1621669421_1	2009142070222514	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-6.893069	ISS_111TI_FIRNADCMP002_CIRS
N1621679183_1	2009142094430462	68000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.0599338	ISS_111TI_MONITORNA001_PRIME
N1621679375_1	2009142094742461	68000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.1034959	ISS_111TI_MONITORNA001_PRIME
N1621679495_1	2009142095013064	6800	CL1	MT1	95 ELECTRONS PER DN	SUM4	12BIT	LOSSLESS	-9.1376879	ISS_111TI_MONITORNA001_PRIME
N1621679668_1	2009142095235459	68000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.1700338	ISS_111TI_MONITORNA001_PRIME
N1621679860_1	2009142095547457	68000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.2136752	ISS_111TI_MONITORNA001_PRIME
N1621679980_1	2009142095818061	6800	CL1	MT1	95 ELECTRONS PER DN	SUM4	12BIT	LOSSLESS	-9.2479296	ISS_111TI_MONITORNA001_PRIME
N1621680138_1	2009142100031455	56000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.2782857	ISS_111TI_MONITORNA001_PRIME
N1621680280_1	2009142100253454	56000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.3106169	ISS_111TI_MONITORNA001_PRIME
N1621680374_1	2009142100442458	26000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.3354472	ISS_111TI_MONITORNA001_PRIME
N1621680576_1	2009142100758452	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.3801188	ISS_111TI_MONITORNA001_PRIME
N1621680736_1	2009142101038451	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.4166107	ISS_111TI_MONITORNA001_PRIME
N1621680880_1	2009142101310454	22000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.4512993	ISS_111TI_MONITORNA001_PRIME
N1621681061_1	2009142101603449	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.4908023	ISS_111TI_MONITORNA001_PRIME
N1621681221_1	2009142101843448	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.5273612	ISS_111TI_MONITORNA001_PRIME
N1621681365_1	2009142102115451	22000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.5621131	ISS_111TI_MONITORNA001_PRIME
N1621681531_1	2009142102353446	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.598256	ISS_111TI_MONITORNA001_PRIME
N1621681691_1	2009142102633444	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.6348791	ISS_111TI_MONITORNA001_PRIME
N1621681835_1	2009142102905447	22000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.6696926	ISS_111TI_MONITORNA001_PRIME
N1621682016_1	2009142103158442	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.7093382	ISS_111TI_MONITORNA001_PRIME
N1621682126_1	2009142103348441	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.7345603	ISS_111TI_MONITORNA001_PRIME
N1621682236_1	2009142103538441	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.7597931	ISS_111TI_MONITORNA001_PRIME
N1621682330_1	2009142103720444	22000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.7832006	ISS_111TI_MONITORNA001_PRIME
N1621682480_1	2009142103945439	32000	CL1	CB3	95 ELECTRONS PER DN	SUM2	12BIT	LOSSLESS	-9.8164899	ISS_111TI_MONITORNA001_PRIME
N1621682568_1	2009142104110442	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.8360141	ISS_111TI_MONITORNA001_PRIME
N1621682728_1	2009142104350441	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.8727804	ISS_111TI_MONITORNA001_PRIME
N1621682856_1	2009142104609948	15000	CL1	MT1	95 ELECTRONS PER DN	SUM2	12BIT	LOSSLESS	-9.9048568	ISS_111TI_MONITORNA001_PRIME
N1621682955_1	2009142104740435	32000	CL1	CB3	95 ELECTRONS PER DN	SUM2	12BIT	LOSSLESS	-9.9256709	ISS_111TI_MONITORNA001_PRIME
N1621683043_1	2009142104901439	46000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.9443097	ISS_111TI_MONITORNA001_PRIME
N1621683203_1	2009142105141438	46000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-9.9811419	ISS_111TI_MONITORNA001_PRIME
N1621683331_1	2009142105403445	18000	CL1	MT1	95 ELECTRONS PER DN	SUM2	12BIT	LOSSLESS	-10.013851	ISS_111TI_MONITORNA001_PRIME
N1621683493_1	2009142105620432	68000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-10.04542	ISS_111TI_MONITORNA001_PRIME
N1621683685_1	2009142105932430	68000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-10.089695	ISS_111TI_MONITORNA001_PRIME
N1621683805_1	2009142110203033	6800	CL1	MT1	95 ELECTRONS PER DN	SUM4	12BIT	LOSSLESS	-10.124446	ISS_111TI_MONITORNA001_PRIME
N1621683963_1	2009142110416428	56000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-10.155243	ISS_111TI_MONITORNA001_PRIME
N1621684105_1	2009142110638427	56000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-10.188044	ISS_111TI_MONITORNA001_PRIME
N1621684199_1	2009142110827431	26000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-10.213235	ISS_111TI_MONITORNA001_PRIME
W1621685440_1	2009142112921416	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-10.503782	ISS_111TI_MIDIRTMAP002_CIRS
W1621685496_1	2009142113017400	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-10.516785	ISS_111TI_MIDIRTMAP002_CIRS
W1621685556_1	2009142113117399	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-10.530725	ISS_111TI_MIDIRTMAP002_CIRS
W1621685616_1	2009142113217399	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-10.544667	ISS_111TI_MIDIRTMAP002_CIRS
W1621685676_1	2009142113317398	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-10.558613	ISS_111TI_MIDIRTMAP002_CIRS
W1621685736_1	2009142113417398	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-10.572562	ISS_111TI_MIDIRTMAP002_CIRS
W1621685796_1	2009142113517398	5	CL1	CL2	95 ELECTRONS PER DN	SUM4	TABLE	LOSSLESS	-10.586514	ISS_111TI_MIDIRTMAP002_CIRS
N1621763000_1	2009143090141867	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-31.451664	ISS_111TI_M60R1CLD143_PRIME
N1621763110_1	2009143090331866	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-31.485721	ISS_111TI_M60R1CLD143_PRIME
N1621763204_1	2009143090513869	22000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-31.517351	ISS_111TI_M60R1CLD143_PRIME
N1621763960_1	2009143091741860	38000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	-31.749272	ISS_111TI_M60R1CLD143_PRIME
N1621764054_1	2009143091918863	32000	CL1	CB3	95 ELECTRONS PER DN	SUM2	12BIT	LOSSLESS	-31.779392	ISS_111TI_M60R1CLD143_PRIME
N1621764110_1	2009143092023370	15000	CL1	MT1	95 ELECTRONS PER DN	SUM2	12BIT	LOSSLESS	-31.799426	ISS_111TI_M60R1CLD143_PRIME
W1621783008_1	2009143143528702	15	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-37.820704	IOSIC_111RI_TDIFS45HP001_SI
W1621783563_1	2009143144443698	15	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-38.001285	IOSIC_111RI_TDIFS45HP001_SI
W1621784122_1	2009143145402689	25	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-38.183334	IOSIC_111RI_TDIFS45HP001_SI
W1621784681_1	2009143150321685	25	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-38.365547	IOSIC_111RI_TDIFS45HP001_SI
W1621785240_1	2009143151240648	90	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	-38.547906	IOSIC_111RI_TDIFS45HP001_SI
W1621786528_1	2009143153408639	90	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSY	-38.968676	IOSIC_111RI_TDIFS45HP001_SI
W1621787003_1	2009143154203668	25	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-39.12405	IOSIC_111RI_TDIFS45HP001_SI
W1621787482_1	2009143155002665	25	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-39.280819	IOSIC_111RI_TDIFS45HP001_SI
W1621787961_1	2009143155801662	25	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-39.43768	IOSIC_111RI_TDIFS45HP001_SI
W1621788440_1	2009143160600658	25	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-39.59463	IOSIC_111RI_TDIFS45HP001_SI
W1621788919_1	2009143161359655	25	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-39.751665	IOSIC_111RI_TDIFS45HP001_SI
W1621790208_1	2009143163528643	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-40.174636	IOSIC_111RI_TDIFS45HP001_SI
W1621790763_1	2009143164443639	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-40.35691	IOSIC_111RI_TDIFS45HP001_SI
W1621791322_1	2009143165402638	25	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-40.540585	IOSIC_111RI_TDIFS45HP001_SI
W1621791881_1	2009143170321634	25	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-40.724336	IOSIC_111RI_TDIFS45HP001_SI
W1621792440_1	2009143171240630	25	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	-40.908158	IOSIC_111RI_TDIFS45HP001_SI
N1621841220_1	2009144064540031	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-55.630496	ISS_111RI_MNRNGSHAD008_PRIME
N1621841536_1	2009144065056013	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-55.701314	ISS_111RI_MNRNGSHAD008_PRIME
N1621841856_1	2009144065616011	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-55.772412	ISS_111RI_MNRNGSHAD008_PRIME
N1621842176_1	2009144070136008	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-55.842877	ISS_111RI_MNRNGSHAD008_PRIME
N1621842496_1	2009144070656006	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-55.912701	ISS_111RI_MNRNGSHAD008_PRIME
N1621842816_1	2009144071216004	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-55.98188	ISS_111RI_MNRNGSHAD008_PRIME
N1621843136_1	2009144071736001	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.050402	ISS_111RI_MNRNGSHAD008_PRIME
N1621843456_1	2009144072255999	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.118261	ISS_111RI_MNRNGSHAD008_PRIME
N1621843776_1	2009144072815997	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.185484	ISS_111RI_MNRNGSHAD008_PRIME
N1621844096_1	2009144073335995	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.251961	ISS_111RI_MNRNGSHAD008_PRIME
N1621844416_1	2009144073855992	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.317785	ISS_111RI_MNRNGSHAD008_PRIME
N1621844736_1	2009144074415990	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.382916	ISS_111RI_MNRNGSHAD008_PRIME
N1621845056_1	2009144074935988	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.447346	ISS_111RI_MNRNGSHAD008_PRIME
N1621845376_1	2009144075455986	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.511066	ISS_111RI_MNRNGSHAD008_PRIME
N1621845705_1	2009144080024983	560	CL1	CL2	12 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.575831	ISS_111RI_MNRNGSHAD008_PRIME
W1621845705_1	2009144080025203	120	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	-56.575874	ISS_111RI_MNRNGSHAD008_PRIME
