Image_Name	Image_Mid_Time	Exposure_Duration	Filter_Wheel1	Filter_Wheel2	Gain_Mode_ID	Instrument_Mode_ID	Data_Conversion_Type	Inst_Cmprs_Type	Ring_Subspacecraft_Latitude	Observation_ID
N1620768097_1	2009131204024564	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	8.2051041	ISS_110OT_SATELLORB009_PRIME
N1620768130_1	2009131204057833	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	8.2143656	ISS_110OT_SATELLORB009_PRIME
N1620768262_1	2009131204309563	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	8.2510283	ISS_110OT_SATELLORB009_PRIME
N1620768295_1	2009131204342832	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	8.2602854	ISS_110OT_SATELLORB009_PRIME
N1620768513_1	2009131204718101	5600	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	8.3201623	ISS_110OT_SATELLORB009_PRIME
N1620768601_1	2009131204829904	38000	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	8.340126	ISS_110OT_SATELLORB009_PRIME
N1620768858_1	2009131205303099	5600	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	8.4160453	ISS_110OT_SATELLORB009_PRIME
N1620768946_1	2009131205414902	38000	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	8.4359893	ISS_110OT_SATELLORB009_PRIME
N1620769252_1	2009131205939556	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	8.5261123	ISS_110OT_SATELLORB009_PRIME
N1620769285_1	2009131210012825	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	8.5353426	ISS_110OT_SATELLORB009_PRIME
N1620814647_1	2009132093614343	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.30462	ISS_110RI_MNRNGSHAD011_PRIME
W1620814647_1	2009132093614548	50	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.30467	ISS_110RI_MNRNGSHAD011_PRIME
N1620814938_1	2009132094105325	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.37495	ISS_110RI_MNRNGSHAD011_PRIME
N1620815238_1	2009132094605323	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.447392	ISS_110RI_MNRNGSHAD011_PRIME
N1620815538_1	2009132095105321	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.519766	ISS_110RI_MNRNGSHAD011_PRIME
N1620815838_1	2009132095605319	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.592071	ISS_110RI_MNRNGSHAD011_PRIME
N1620816138_1	2009132100105317	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.664308	ISS_110RI_MNRNGSHAD011_PRIME
N1620816438_1	2009132100605315	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.736477	ISS_110RI_MNRNGSHAD011_PRIME
N1620816738_1	2009132101105313	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.808577	ISS_110RI_MNRNGSHAD011_PRIME
N1620817038_1	2009132101605310	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.880609	ISS_110RI_MNRNGSHAD011_PRIME
N1620817338_1	2009132102105308	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	20.952573	ISS_110RI_MNRNGSHAD011_PRIME
N1620817638_1	2009132102605306	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.024469	ISS_110RI_MNRNGSHAD011_PRIME
N1620817938_1	2009132103105304	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.096298	ISS_110RI_MNRNGSHAD011_PRIME
N1620818238_1	2009132103605302	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.168058	ISS_110RI_MNRNGSHAD011_PRIME
N1620818538_1	2009132104105300	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.23975	ISS_110RI_MNRNGSHAD011_PRIME
N1620818838_1	2009132104605298	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.311374	ISS_110RI_MNRNGSHAD011_PRIME
N1620819139_10	2009132105106296	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.383168	ISS_110RI_MNRNGSHAD011_PRIME
W1620819139_1	2009132105106501	50	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.383217	ISS_110RI_MNRNGSHAD011_PRIME
N1620819438_1	2009132105605293	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.454418	ISS_110RI_MNRNGSHAD011_PRIME
N1620819738_1	2009132110105291	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.525838	ISS_110RI_MNRNGSHAD011_PRIME
N1620820038_1	2009132110605289	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.597191	ISS_110RI_MNRNGSHAD011_PRIME
N1620820338_1	2009132111105287	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.668476	ISS_110RI_MNRNGSHAD011_PRIME
N1620820638_1	2009132111605285	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.739693	ISS_110RI_MNRNGSHAD011_PRIME
N1620820938_1	2009132112105283	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.810842	ISS_110RI_MNRNGSHAD011_PRIME
N1620821238_1	2009132112605281	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.881924	ISS_110RI_MNRNGSHAD011_PRIME
N1620821538_1	2009132113105278	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	21.952937	ISS_110RI_MNRNGSHAD011_PRIME
N1620821838_1	2009132113605276	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.023884	ISS_110RI_MNRNGSHAD011_PRIME
N1620822138_1	2009132114105274	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.094763	ISS_110RI_MNRNGSHAD011_PRIME
N1620822438_1	2009132114605272	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.165574	ISS_110RI_MNRNGSHAD011_PRIME
N1620822738_1	2009132115105270	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.236317	ISS_110RI_MNRNGSHAD011_PRIME
N1620823038_1	2009132115605268	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.306994	ISS_110RI_MNRNGSHAD011_PRIME
N1620823338_1	2009132120105266	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.377603	ISS_110RI_MNRNGSHAD011_PRIME
N1620823639_1	2009132120606264	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.448379	ISS_110RI_MNRNGSHAD011_PRIME
W1620823639_1	2009132120606469	50	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.448427	ISS_110RI_MNRNGSHAD011_PRIME
N1620823938_1	2009132121105261	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.518618	ISS_110RI_MNRNGSHAD011_PRIME
N1620824238_1	2009132121605259	460	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.589025	ISS_110RI_MNRNGSHAD011_PRIME
N1620824538_1	2009132122105147	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.659339	ISS_110RI_MNRNGSHAD011_PRIME
N1620824838_1	2009132122605145	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.729611	ISS_110RI_MNRNGSHAD011_PRIME
N1620825138_1	2009132123105143	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	22.799816	ISS_110RI_MNRNGSHAD011_PRIME
N1620893594_1	2009133073138012	46000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	37.124046	ISS_110TI_M90R1CLD133_PRIME
N1620893704_1	2009133073328011	46000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	37.144452	ISS_110TI_M90R1CLD133_PRIME
N1620893814_1	2009133073518010	46000	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	37.164851	ISS_110TI_M90R1CLD133_PRIME
N1620893908_1	2009133073702013	26000	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	37.18413	ISS_110TI_M90R1CLD133_PRIME
N1620907643_1	2009133112609572	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.668378	ISS_110OT_SATELLORB013_PRIME
N1620907686_1	2009133112652836	120	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.675996	ISS_110OT_SATELLORB013_PRIME
W1620907686_1	2009133112652846	100	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.675998	ISS_110OT_SATELLORB013_PRIME
N1620907924_1	2009133113048110	5600	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.717399	ISS_110OT_SATELLORB013_PRIME
N1620908012_1	2009133113159913	38000	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	39.730028	ISS_110OT_SATELLORB013_PRIME
N1620908333_1	2009133113739567	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.789719	ISS_110OT_SATELLORB013_PRIME
N1620908376_1	2009133113822831	120	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.797316	ISS_110OT_SATELLORB013_PRIME
W1620908376_1	2009133113822841	100	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.797318	ISS_110OT_SATELLORB013_PRIME
N1620908603_1	2009133114209565	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.837112	ISS_110OT_SATELLORB013_PRIME
N1620908646_1	2009133114252829	120	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.844702	ISS_110OT_SATELLORB013_PRIME
W1620908646_1	2009133114252839	100	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	39.844705	ISS_110OT_SATELLORB013_PRIME
N1620911319_1	2009133122725780	180	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.311189	ISS_110MI_ENMNSHAD001_PRIME
N1620911349_1	2009133122755803	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.316401	ISS_110MI_ENMNSHAD001_PRIME
N1620911379_1	2009133122825802	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.321609	ISS_110MI_ENMNSHAD001_PRIME
N1620911409_1	2009133122855802	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.326816	ISS_110MI_ENMNSHAD001_PRIME
N1620911439_1	2009133122925802	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.332023	ISS_110MI_ENMNSHAD001_PRIME
N1620911469_1	2009133122955802	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.337229	ISS_110MI_ENMNSHAD001_PRIME
N1620911499_1	2009133123025802	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.342435	ISS_110MI_ENMNSHAD001_PRIME
N1620911529_1	2009133123055801	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.347639	ISS_110MI_ENMNSHAD001_PRIME
N1620911559_1	2009133123125801	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.352844	ISS_110MI_ENMNSHAD001_PRIME
N1620911589_1	2009133123155801	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.358047	ISS_110MI_ENMNSHAD001_PRIME
N1620911619_1	2009133123225801	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	40.36325	ISS_110MI_ENMNSHAD001_PRIME
W1620914692_1	2009133132338831	30	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	40.893033	IOSIC_110RI_TMAPN45LP001_SI
W1620915706_1	2009133134032824	30	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	41.066456	IOSIC_110RI_TMAPN45LP001_SI
W1620916205_1	2009133134851820	30	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	41.151547	IOSIC_110RI_TMAPN45LP001_SI
W1620916708_1	2009133135714817	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	41.237152	IOSIC_110RI_TMAPN45LP001_SI
W1620917211_1	2009133140537813	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	41.322588	IOSIC_110RI_TMAPN45LP001_SI
W1620918706_1	2009133143032803	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	41.575518	IOSIC_110RI_TMAPN45LP001_SI
W1620919205_1	2009133143851799	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	41.659608	IOSIC_110RI_TMAPN45LP001_SI
W1620919708_1	2009133144714795	30	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	41.744203	IOSIC_110RI_TMAPN45LP001_SI
W1620920211_1	2009133145537792	30	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	41.828629	IOSIC_110RI_TMAPN45LP001_SI
W1620921832_1	2009133152238780	30	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	42.099557	IOSIC_110RI_TMAPN45LP001_SI
W1620922457_1	2009133153303776	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	42.203548	IOSIC_110RI_TMAPN45LP001_SI
W1620923086_1	2009133154332771	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	42.30794	IOSIC_110RI_TMAPN45LP001_SI
W1620924706_1	2009133161032755	40	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	42.575586	IOSIC_110RI_TMAPN45LP001_SI
W1620925205_1	2009133161851751	40	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	42.657674	IOSIC_110RI_TMAPN45LP001_SI
W1620925708_1	2009133162714751	35	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	42.740252	IOSIC_110RI_TMAPN45LP001_SI
W1620926211_1	2009133163537747	35	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	42.82266	IOSIC_110RI_TMAPN45LP001_SI
W1620927706_1	2009133170032739	30	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	43.066591	IOSIC_110RI_TMAPN45LP001_SI
W1620928205_1	2009133170851735	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	43.147677	IOSIC_110RI_TMAPN45LP001_SI
W1620928708_1	2009133171714731	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	43.229245	IOSIC_110RI_TMAPN45LP001_SI
W1620929211_1	2009133172537728	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	43.310643	IOSIC_110RI_TMAPN45LP001_SI
W1620931042_1	2009133175608715	30	CL1	CL2	95 ELECTRONS PER DN	SUM2	TABLE	LOSSY	43.605513	IOSIC_110RI_TMAPN45LP001_SI
W1620931877_1	2009133181003709	30	CL1	CL2	29 ELECTRONS PER DN	SUM2	TABLE	LOSSY	43.739238	IOSIC_110RI_TMAPN45LP001_SI
N1620964159_9	2009134030805450	120	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	48.54806	NAV_110SK_OPNAV341_PRIME
N1620965419_9	2009134032905466	70	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	48.721314	NAV_110SK_OPNAV341_PRIME
N1621002354_1	2009134134439898	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	53.298591	ISS_110OT_SATELLORB018_PRIME
N1621002387_1	2009134134513167	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	53.302265	ISS_110OT_SATELLORB018_PRIME
N1621002665_1	2009134134948436	5600	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.332631	ISS_110OT_SATELLORB018_PRIME
N1621002753_1	2009134135100239	38000	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.340542	ISS_110OT_SATELLORB018_PRIME
N1621002965_1	2009134135448434	5600	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.36566	ISS_110OT_SATELLORB018_PRIME
N1621003053_1	2009134135600237	38000	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.373556	ISS_110OT_SATELLORB018_PRIME
N1621003314_1	2009134140039892	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	53.404269	ISS_110OT_SATELLORB018_PRIME
N1621003347_1	2009134140113160	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	53.407919	ISS_110OT_SATELLORB018_PRIME
N1621003584_1	2009134140509890	680	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	53.433866	ISS_110OT_SATELLORB018_PRIME
N1621003617_1	2009134140543158	150	CL1	CL2	29 ELECTRONS PER DN	FULL	TABLE	LOSSLESS	53.43751	ISS_110OT_SATELLORB018_PRIME
N1621005804_1	2009134144210209	10	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.675177	ISS_110ST_CALSTAR1001_PRIME
N1621005837_1	2009134144243212	10	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.678736	ISS_110ST_CALSTAR1001_PRIME
N1621005870_1	2009134144316212	10	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.682293	ISS_110ST_CALSTAR1001_PRIME
N1621005903_1	2009134144349212	10	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.685851	ISS_110ST_CALSTAR1001_PRIME
N1621005936_1	2009134144422212	10	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.689406	ISS_110ST_CALSTAR1001_PRIME
N1621005969_1	2009134144455205	25	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.69296	ISS_110ST_CALSTAR1001_PRIME
N1621006002_1	2009134144528204	25	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.696515	ISS_110ST_CALSTAR1001_PRIME
N1621006035_1	2009134144601204	25	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.700068	ISS_110ST_CALSTAR1001_PRIME
N1621006068_1	2009134144634204	25	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.703621	ISS_110ST_CALSTAR1001_PRIME
N1621006101_1	2009134144707204	25	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.707173	ISS_110ST_CALSTAR1001_PRIME
N1621006134_1	2009134144740165	100	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.71072	ISS_110ST_CALSTAR1001_PRIME
N1621006167_1	2009134144813165	100	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.71427	ISS_110ST_CALSTAR1001_PRIME
N1621006200_1	2009134144846165	100	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.71782	ISS_110ST_CALSTAR1001_PRIME
N1621006233_1	2009134144919165	100	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.721368	ISS_110ST_CALSTAR1001_PRIME
N1621006266_1	2009134144952164	100	CL1	GRN	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.724916	ISS_110ST_CALSTAR1001_PRIME
N1621006299_1	2009134145025164	100	CL1	GRN	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.728462	ISS_110ST_CALSTAR1001_PRIME
N1621006332_1	2009134145058164	100	CL1	IR1	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.732009	ISS_110ST_CALSTAR1001_PRIME
N1621006365_1	2009134145131164	100	CL1	IR1	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.735555	ISS_110ST_CALSTAR1001_PRIME
N1621006398_1	2009134145204163	100	RED	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.739099	ISS_110ST_CALSTAR1001_PRIME
N1621006431_1	2009134145237163	100	RED	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	53.742643	ISS_110ST_CALSTAR1001_PRIME
N1621009192_1	2009134153838099	150	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.036194	ISS_110ST_CALSTAR1001_PRIME
N1621009225_1	2009134153911099	150	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.039667	ISS_110ST_CALSTAR1001_PRIME
N1621009258_1	2009134153944099	150	CL1	GRN	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.04314	ISS_110ST_CALSTAR1001_PRIME
N1621009291_1	2009134154017098	150	CL1	GRN	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.046612	ISS_110ST_CALSTAR1001_PRIME
N1621009324_1	2009134154050098	150	CL1	IR1	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.050083	ISS_110ST_CALSTAR1001_PRIME
N1621009357_1	2009134154123098	150	CL1	IR1	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.053554	ISS_110ST_CALSTAR1001_PRIME
N1621009390_1	2009134154156098	150	RED	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.057023	ISS_110ST_CALSTAR1001_PRIME
N1621009423_1	2009134154229097	150	RED	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.060491	ISS_110ST_CALSTAR1001_PRIME
N1621012597_1	2009134163523125	50	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.390217	ISS_110ST_CALSTAR1001_PRIME
N1621012630_1	2009134163556125	50	CL1	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.393605	ISS_110ST_CALSTAR1001_PRIME
N1621012663_1	2009134163629124	50	CL1	GRN	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.396992	ISS_110ST_CALSTAR1001_PRIME
N1621012696_1	2009134163702124	50	CL1	GRN	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.400377	ISS_110ST_CALSTAR1001_PRIME
N1621012729_1	2009134163735124	50	CL1	IR1	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.403762	ISS_110ST_CALSTAR1001_PRIME
N1621012762_1	2009134163808124	50	CL1	IR1	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.407147	ISS_110ST_CALSTAR1001_PRIME
N1621012795_1	2009134163841123	50	RED	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.41053	ISS_110ST_CALSTAR1001_PRIME
N1621012828_1	2009134163914123	50	RED	CL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.413912	ISS_110ST_CALSTAR1001_PRIME
N1621015990_1	2009134173156124	5	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.734118	ISS_110ST_CALSTAR1001_PRIME
N1621016023_1	2009134173229124	5	CL1	CL2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.737419	ISS_110ST_CALSTAR1001_PRIME
N1621016056_1	2009134173302123	5	CL1	GRN	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.740719	ISS_110ST_CALSTAR1001_PRIME
N1621016089_1	2009134173335123	5	CL1	GRN	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.744018	ISS_110ST_CALSTAR1001_PRIME
N1621016122_1	2009134173408100	50	CL1	UV3	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.747315	ISS_110ST_CALSTAR1001_PRIME
N1621016155_1	2009134173441100	50	CL1	UV3	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.750612	ISS_110ST_CALSTAR1001_PRIME
N1621016188_1	2009134173514099	50	CL1	BL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.753908	ISS_110ST_CALSTAR1001_PRIME
N1621016221_1	2009134173547099	50	CL1	BL2	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.757205	ISS_110ST_CALSTAR1001_PRIME
N1621016254_1	2009134173620049	150	CL1	MT2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.760495	ISS_110ST_CALSTAR1001_PRIME
N1621016287_1	2009134173653049	150	CL1	MT2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.763789	ISS_110ST_CALSTAR1001_PRIME
N1621016320_1	2009134173726088	70	CL1	CB2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.767086	ISS_110ST_CALSTAR1001_PRIME
N1621016353_1	2009134173759088	70	CL1	CB2	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.770379	ISS_110ST_CALSTAR1001_PRIME
N1621016386_1	2009134173832013	220	CL1	MT3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.773663	ISS_110ST_CALSTAR1001_PRIME
N1621016419_1	2009134173905013	220	CL1	MT3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.776953	ISS_110ST_CALSTAR1001_PRIME
N1621016452_1	2009134173937842	560	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.780227	ISS_110ST_CALSTAR1001_PRIME
N1621016485_1	2009134174010842	560	CL1	CB3	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.783516	ISS_110ST_CALSTAR1001_PRIME
N1621016518_1	2009134174044047	150	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.786825	ISS_110ST_CALSTAR1001_PRIME
N1621016551_1	2009134174117047	150	CL1	MT1	29 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.790112	ISS_110ST_CALSTAR1001_PRIME
N1621016584_1	2009134174150097	50	CL1	CB1	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.793404	ISS_110ST_CALSTAR1001_PRIME
N1621016617_1	2009134174223096	50	CL1	CB1	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.79669	ISS_110ST_CALSTAR1001_PRIME
N1621016650_1	2009134174256096	50	CL1	IR3	95 ELECTRONS PER DN	FULL	12BIT	LOSSLESS	54.799974	ISS_110ST_CALSTAR1001_PRIME
