615,3,1,2,67568.4,-11000000,3.17E+01,1.19E-06
615,4,2,2,87369.9,-87500000,1.70E+01,2.45E-06
615,5,3,2,98365.7,-334000000,1.02E+01,4.12E-06
615,6,4,2,105389.3,-906000000,6.62E+00,6.23E-06
615,7,5,2,110273.0,-2010000000,4.57E+00,8.77E-06
615,8,6,2,113868.7,-3900000000,3.30E+00,1.17E-05
615,9,7,2,116628.1,-6890000000,2.48E+00,1.51E-05
615,10,8,2,118813.3,-11300000000,1.91E+00,1.90E-05
615,20,18,2,128414.8,-2.52E+11,3.44E-01,8.12E-05
615,40,38,2,133085.0,-4.73E+12,6.11E-02,3.37E-04
615,60,58,2,134624.0,-2.54E+13,2.21E-02,7.69E-04
615,80,78,2,135390.2,-8.29E+13,1.08E-02,1.38E-03
615,100,98,2,135848.7,-2.07E+14,6.14E-03,2.17E-03
615,120,118,2,136154.0,-4.35E+14,3.88E-03,3.14E-03
615,140,138,2,136371.7,-8.17E+14,2.64E-03,4.29E-03
615,160,158,2,136535.2,-1.41E+15,1.88E-03,5.62E-03
615,180,178,2,136661.9,-2.28E+15,1.40E-03,7.14E-03
615,200,198,2,136763.9,-3.5E+15,1.07E-03,8.84E-03
615,220,218,2,136846.5,-5.15E+15,8.44E-04,1.07E-02
615,240,238,2,136915.9,-7.35E+15,6.77E-04,1.28E-02
