616,2,1,1,88711.0,-8.39E+15,3.00E-03,2.35E-02
616,3,2,1,106770.8,-3.11E+16,1.83E-03,3.59E-02
616,4,3,1,115313.6,-6.81E+16,1.25E-03,4.83E-02
616,5,4,1,120302.2,-1.2E+17,9.17E-04,6.07E-02
616,6,5,1,123575.7,-1.86E+17,7.09E-04,7.31E-02
616,7,6,1,125889.4,-2.66E+17,5.69E-04,8.55E-02
616,8,7,1,127611.8,-3.61E+17,4.70E-04,9.79E-02
616,9,8,1,128943.9,-4.7E+17,3.96E-04,1.10E-01
616,10,9,1,130005.1,-5.95E+17,3.40E-04,1.23E-01
616,11,10,1,130869.6,-7.33E+17,2.95E-04,1.35E-01
616,12,11,1,131588.8,-8.87E+17,2.60E-04,1.48E-01
616,13,12,1,132195.1,-1.05E+18,2.31E-04,1.60E-01
616,14,13,1,132714.5,-1.24E+18,2.07E-04,1.73E-01
616,15,14,1,133163.4,-1.44E+18,1.87E-04,1.85E-01
616,16,15,1,133555.5,-1.65E+18,1.70E-04,1.98E-01
616,17,16,1,133901.2,-1.87E+18,1.56E-04,2.10E-01
616,18,17,1,134208.3,-2.12E+18,1.43E-04,2.23E-01
616,19,18,1,134482.8,-2.37E+18,1.32E-04,2.35E-01
616,20,19,1,134729.6,-2.65E+18,1.22E-04,2.48E-01
616,21,20,1,134952.2,-2.93E+18,1.14E-04,2.60E-01
616,22,21,1,135154.9,-3.23E+18,1.06E-04,2.73E-01
616,23,22,1,135339.5,-3.55E+18,9.93E-05,2.85E-01
616,24,23,1,135509.0,-3.88E+18,9.32E-05,2.98E-01
616,25,24,1,135664.7,-4.23E+18,8.77E-05,3.11E-01
616,26,25,1,135808.3,-4.59E+18,8.27E-05,3.23E-01
616,27,26,1,135941.6,-4.97E+18,7.82E-05,3.36E-01
616,28,27,1,136064.7,-5.36E+18,7.40E-05,3.48E-01
616,29,28,1,136179.3,-5.76E+18,7.03E-05,3.61E-01
616,30,29,1,136286.7,-6.19E+18,6.68E-05,3.74E-01
616,31,30,1,136386.8,-6.62E+18,6.36E-05,3.86E-01
616,32,31,1,136480.9,-7.08E+18,6.06E-05,3.99E-01
616,33,32,1,136569.0,-7.54E+18,5.79E-05,4.11E-01
616,34,33,1,136651.7,-8.02E+18,5.54E-05,4.24E-01
616,35,34,1,136730.1,-8.52E+18,5.30E-05,4.37E-01
616,36,35,1,136803.7,-9.03E+18,5.08E-05,4.49E-01
616,37,36,1,136873.7,-9.56E+18,4.88E-05,4.62E-01
616,38,37,1,136940.1,-1.01E+19,4.69E-05,4.75E-01
