615,2,1,1,87651.6,-1.69E+12,2.03E-01,3.39E-04
615,3,2,1,105478.0,-6.26E+12,1.24E-01,5.17E-04
615,4,3,1,113912.7,-1.37E+13,8.43E-02,6.96E-04
615,5,4,1,118839.2,-2.41E+13,6.19E-02,8.75E-04
615,6,5,1,122072.3,-3.74E+13,4.79E-02,1.05E-03
615,7,6,1,124357.0,-5.36E+13,3.84E-02,1.23E-03
615,8,7,1,126057.7,-7.27E+13,3.17E-02,1.41E-03
615,9,8,1,127372.9,-9.47E+13,2.67E-02,1.59E-03
615,10,9,1,128420.9,-1.2E+14,2.29E-02,1.77E-03
615,20,19,1,133086.2,-5.33E+14,8.25E-03,3.57E-03
615,30,29,1,134624.6,-1.25E+15,4.51E-03,5.38E-03
615,40,39,1,135390.2,-2.26E+15,2.93E-03,7.20E-03
615,50,49,1,135848.7,-3.59E+15,2.10E-03,9.03E-03
615,60,59,1,136154.0,-5.22E+15,1.59E-03,1.09E-02
615,70,69,1,136371.7,-7.17E+15,1.26E-03,1.27E-02
615,80,79,1,136535.2,-9.44E+15,1.03E-03,1.46E-02
615,90,89,1,136661.9,-1.2E+16,8.63E-04,1.64E-02
615,100,99,1,136763.9,-1.49E+16,7.36E-04,1.83E-02
615,110,109,1,136846.5,-1.82E+16,6.37E-04,2.01E-02
615,120,119,1,136915.9,-2.17E+16,5.58E-04,2.20E-02
