617,2,1,1,90166.8,-3.24E+15,5.11E-03,1.43E-02
617,3,2,1,108546.9,-1.2E+16,3.12E-03,2.19E-02
617,4,3,1,117237.5,-2.64E+16,2.13E-03,2.94E-02
617,5,4,1,122313.0,-4.64E+16,1.56E-03,3.70E-02
617,6,5,1,125642.7,-7.19E+16,1.21E-03,4.46E-02
617,7,6,1,127996.1,-1.03E+17,9.69E-04,5.22E-02
617,8,7,1,129748.1,-1.4E+17,7.99E-04,5.97E-02
617,9,8,1,131102.5,-1.82E+17,6.74E-04,6.73E-02
617,10,9,1,132181.8,-2.3E+17,5.78E-04,7.49E-02
617,11,10,1,133061.4,-2.84E+17,5.03E-04,8.25E-02
617,12,11,1,133792.6,-3.44E+17,4.43E-04,9.01E-02
617,13,12,1,134409.8,-4.09E+17,3.94E-04,9.77E-02
617,14,13,1,134937.7,-4.8E+17,3.53E-04,1.05E-01
617,15,14,1,135394.4,-5.56E+17,3.19E-04,1.13E-01
617,16,15,1,135793.2,-6.39E+17,2.90E-04,1.21E-01
617,17,16,1,136144.9,-7.27E+17,2.65E-04,1.28E-01
617,18,17,1,136456.8,-8.21E+17,2.43E-04,1.36E-01
617,19,18,1,136736.1,-9.2E+17,2.25E-04,1.43E-01
