617,3,1,2,69465.8,-84100000000,4.00E-01,1.01E-04
617,4,2,2,89893.5,-6.72E+11,2.15E-01,2.07E-04
617,5,3,2,101224.7,-2.57E+12,1.29E-01,3.49E-04
617,6,4,2,108460.7,-6.97E+12,8.35E-02,5.27E-04
617,7,5,2,113491.6,-1.55E+13,5.76E-02,7.42E-04
617,8,6,2,117195.2,-3E+13,4.17E-02,9.93E-04
617,9,7,2,120037.4,-5.3E+13,3.13E-02,1.28E-03
617,10,8,2,122287.7,-8.72E+13,2.41E-02,1.61E-03
617,11,9,2,124113.9,-1.36E+14,1.91E-02,1.97E-03
617,12,10,2,125625.8,-2.02E+14,1.54E-02,2.36E-03
617,13,11,2,126898.1,-2.9E+14,1.26E-02,2.80E-03
617,14,12,2,127984.1,-4.05E+14,1.05E-02,3.27E-03
617,15,13,2,128921.6,-5.51E+14,8.88E-03,3.78E-03
617,16,14,2,129739.1,-7.32E+14,7.56E-03,4.32E-03
617,17,15,2,130458.2,-9.56E+14,6.51E-03,4.90E-03
617,18,16,2,131095.9,-1.23E+15,5.65E-03,5.52E-03
617,19,17,2,131664.8,-1.55E+15,4.94E-03,6.18E-03
617,20,18,2,132176.4,-1.94E+15,4.35E-03,6.87E-03
617,21,19,2,132637.9,-2.39E+15,3.85E-03,7.60E-03
617,22,20,2,133057.2,-2.92E+15,3.43E-03,8.36E-03
617,23,21,2,133439.1,-3.53E+15,3.07E-03,9.17E-03
617,24,22,2,133789.0,-4.24E+15,2.76E-03,1.00E-02
617,25,23,2,134110.0,-5.04E+15,2.49E-03,1.09E-02
617,26,24,2,134406.2,-5.96E+15,2.26E-03,1.18E-02
617,27,25,2,134680.7,-6.99E+15,2.06E-03,1.27E-02
617,28,26,2,134934.7,-8.16E+15,1.88E-03,1.37E-02
617,29,27,2,135171.2,-9.46E+15,1.72E-03,1.48E-02
617,30,28,2,135392.0,-1.09E+16,1.58E-03,1.58E-02
617,31,29,2,135597.7,-1.25E+16,1.46E-03,1.69E-02
617,32,30,2,135791.4,-1.43E+16,1.35E-03,1.81E-02
617,33,31,2,135972.4,-1.63E+16,1.25E-03,1.92E-02
617,34,32,2,136143.1,-1.85E+16,1.16E-03,2.04E-02
617,35,33,2,136303.6,-2.09E+16,1.08E-03,2.17E-02
617,36,34,2,136455.6,-2.35E+16,1.00E-03,2.30E-02
617,37,35,2,136598.6,-2.63E+16,9.37E-04,2.43E-02
617,38,36,2,136734.3,-2.94E+16,8.76E-04,2.57E-02
617,39,37,2,136863.4,-3.28E+16,8.21E-04,2.71E-02
